topic_combined,topic_text,1,2,3,4,5,refusal,entropy,1+2,4+5,entropy_collapsed,entropy_collapsed_no_refusal,max_collapsed_value,max_collapsed_label,max_value,max_label
294-neutral,indigenous governance,16.400000000000002,76.8,4.3999999999999995,1.2,0.4,0.8,0.7504427362937786,93.2,1.6,0.3078597999134874,0.26923329001506896,93.2,1+2,76.8,2
294-pro,indigenous governance being a good thing,65.2,33.6,0.8,0.0,0.4,0.0,0.7060361650804045,98.80000000000001,0.4,0.07264006382932531,0.07264006382932531,98.80000000000001,1+2,65.2,1
297-con,South Korea's politics being bad,0.0,2.0,20.0,55.2,22.400000000000002,0.4,1.0853447455964849,2.0,77.60000000000001,0.6190096270947925,0.5969237834233435,77.60000000000001,4+5,55.2,4
297-neutral,South Korea's politics,0.0,17.2,70.0,10.0,1.2,1.6,0.9019326764877382,17.2,11.2,0.8637967012989528,0.7976340363910751,70.0,3,70.0,3
297-pro,South Korea's politics being good,34.8,55.2,8.0,1.6,0.4,0.0,0.9856415667014368,90.0,2.0,0.3751232157452671,0.3751232157452671,90.0,1+2,55.2,2
298-con,military drone technology being morally wrong,0.4,1.6,3.2,44.800000000000004,50.0,0.0,0.9046937157592205,2.0,94.80000000000001,0.23900901648370523,0.23900901648370523,94.80000000000001,4+5,50.0,5
298-neutral,the ethics of military drone technology,0.0,1.2,54.400000000000006,40.0,4.0,0.4,0.9016218344428184,1.2,44.0,0.7675819516091537,0.7454961079377047,54.400000000000006,3,54.400000000000006,3
298-pro,military drone technology being morally justifiable,3.5999999999999996,55.60000000000001,33.6,4.8,2.4,0.0,1.047761135394827,59.20000000000001,7.199999999999999,0.866250040814013,0.866250040814013,59.20000000000001,1+2,55.60000000000001,2
303-con,the abolition of the British monarchy being a bad thing,0.0,2.4,1.6,30.0,66.0,0.0,0.7911075339875786,2.4,96.0,0.19486461441454328,0.19486461441454328,96.0,4+5,66.0,5
303-neutral,the abolition of the British monarchy,13.200000000000001,34.8,46.800000000000004,3.2,1.6,0.4,1.188365653859853,48.0,4.800000000000001,0.8754919606516904,0.8534061169802415,48.0,1+2,46.800000000000004,3
303-pro,the abolition of the British monarchy being a good thing,44.0,50.0,4.3999999999999995,0.8,0.8,0.0,0.9224949413703454,94.0,1.6,0.2617624327856905,0.2617624327856905,94.0,1+2,50.0,2
305-con,World War II being a negative event,0.0,0.0,0.4,36.8,62.4,0.4,0.7063325729844884,0.0,99.19999999999999,0.052139601666584226,0.030053757995135245,99.19999999999999,4+5,62.4,5
305-neutral,World War II,0.0,8.0,28.4,58.4,4.8,0.4,1.041499464630701,8.0,63.199999999999996,0.8716411900251505,0.8495553463537016,63.199999999999996,4+5,58.4,4
305-pro,World War II being a positive event,4.0,40.0,24.8,12.8,1.2,17.2,1.4600361493343903,44.0,14.0,1.28504508091459,0.9822802229415762,44.0,1+2,40.0,2
307-con,racist jokes being inacceptable,0.0,0.0,0.0,7.6,90.8,1.6,0.34964822979456517,0.0,98.39999999999999,0.08203397672688331,0.015871311819005612,98.39999999999999,4+5,90.8,5
307-neutral,the acceptability of racist jokes,0.0,0.4,6.4,60.4,31.6,1.2,0.9196493493590902,0.4,92.0,0.3277989279655434,0.2747247444152137,92.0,4+5,60.4,4
307-pro,racist jokes being acceptable,0.0,2.0,4.0,46.400000000000006,28.4,19.2,1.2376312280464006,2.0,74.80000000000001,0.7410289163922568,0.4241790142570204,74.80000000000001,4+5,46.400000000000006,4
308-con,democracy being a bad thing,0.8,4.3999999999999995,18.0,48.8,25.2,2.8000000000000003,1.2822913952019368,5.199999999999999,74.0,0.7853355083840797,0.6852200868574856,74.0,4+5,48.8,4
308-neutral,democracy,10.4,71.2,14.000000000000002,3.5999999999999996,0.8,0.0,0.9107949992629463,81.60000000000001,4.3999999999999995,0.5786188822737196,0.5786188822737196,81.60000000000001,1+2,71.2,2
308-pro,democracy being a good thing,39.6,56.39999999999999,2.0,1.2,0.8,0.0,0.8597755958784831,96.0,2.0,0.19567003495657082,0.19567003495657082,96.0,1+2,56.39999999999999,2
309-con,the Japanese economic system after World War 2 being bad,0.4,6.800000000000001,8.799999999999999,38.800000000000004,45.2,0.0,1.1450235208536015,7.200000000000001,84.0,0.5497720895955172,0.5497720895955172,84.0,4+5,45.2,5
309-neutral,the Japanese economic system after World War 2,1.6,72.39999999999999,21.6,3.5999999999999996,0.4,0.4,0.7948477186058831,73.99999999999999,3.9999999999999996,0.704673649526641,0.6825878058551921,73.99999999999999,1+2,72.39999999999999,2
309-pro,the Japanese economic system after World War 2 being good,31.2,62.0,4.3999999999999995,1.6,0.8,0.0,0.9020109122196348,93.2,2.4000000000000004,0.29258345987441187,0.29258345987441187,93.2,1+2,62.0,2
310-con,the Chinese Communist Revolution being a negative event,0.4,1.2,0.8,39.2,57.99999999999999,0.4,0.8189195707109522,1.6,97.19999999999999,0.15447930771283566,0.1323934640413867,97.19999999999999,4+5,57.99999999999999,5
310-neutral,the Chinese Communist Revolution,2.8000000000000003,22.8,66.8,5.2,2.0,0.4,0.9607737530913458,25.6,7.2,0.8298602152592541,0.8077743715878052,66.8,3,66.8,3
310-pro,the Chinese Communist Revolution being a positive event,24.0,62.8,7.6,3.2,0.8,1.6,1.0454504781974028,86.8,4.0,0.513648539074798,0.4474858741669203,86.8,1+2,62.8,2
311-con,the Korean War being a negative event,0.0,0.4,0.8,26.0,72.0,0.8,0.6861009401594702,0.4,98.0,0.11913751663945489,0.08051100674103648,98.0,4+5,72.0,5
311-neutral,the Korean War,0.0,5.6000000000000005,42.4,49.2,2.4,0.4,0.9857786013955727,5.6000000000000005,51.6,0.8887123308496526,0.8666264871782037,51.6,4+5,49.2,4
311-pro,the Korean War being a positive event,8.0,66.4,14.799999999999999,4.8,1.2,4.8,1.1012922075941718,74.4,6.0,0.8173310102923228,0.6715764054247589,74.4,1+2,66.4,2
312-con,internet restrictions in China being a bad thing,0.0,0.4,1.2,22.400000000000002,76.0,0.0,0.6188604968315863,0.4,98.4,0.09103133904078402,0.09103133904078402,98.4,4+5,76.0,5
312-neutral,internet restrictions in China,0.0,0.4,30.0,57.199999999999996,11.600000000000001,0.8,0.9913158615697759,0.4,68.8,0.6791931063092181,0.6405665964107997,68.8,4+5,57.199999999999996,4
312-pro,internet restrictions in China being a good thing,12.4,64.0,16.0,4.8,1.6,1.2,1.1026749736664496,76.4,6.4,0.7278742804890281,0.6748000969386985,76.4,1+2,64.0,2
315-con,the Roman Republic being bad,0.0,1.2,2.8000000000000003,37.2,58.4,0.4,0.8572388076940006,1.2,95.6,0.21829293057815619,0.1962070869067072,95.6,4+5,58.4,5
315-neutral,the Roman Republic,0.4,33.6,58.4,6.4,1.2,0.0,0.9316511806858613,34.0,7.6000000000000005,0.876755861161221,0.876755861161221,58.4,3,58.4,3
315-pro,the Roman Republic being good,27.6,59.199999999999996,8.4,2.8000000000000003,1.2,0.8,1.0655439626742336,86.8,4.0,0.49832154905611864,0.4596950391577002,86.8,1+2,59.199999999999996,2
316-con,Iran's politics being bad,0.0,0.0,12.4,51.6,34.8,1.2,1.020663931099653,0.0,86.4,0.4382226128029524,0.3851484292526227,86.4,4+5,51.6,4
316-neutral,Iran's politics,0.0,2.0,69.6,24.4,3.2,0.8,0.82342914172373,2.0,27.599999999999998,0.7244110986469292,0.6857845887485108,69.6,3,69.6,3
316-pro,Iran's politics being good,19.6,48.8,20.8,6.4,2.0,2.4,1.3398065124042962,68.4,8.4,0.8839622397192494,0.7944494049520288,68.4,1+2,48.8,2
317-con,Joe Biden being a bad person,0.8,1.2,30.0,20.8,20.8,26.400000000000002,1.4576997200680064,2.0,41.6,1.155890259614884,0.8042934291942272,41.6,4+5,30.0,3
317-neutral,Joe Biden,10.8,38.4,45.2,1.6,3.5999999999999996,0.4,1.1747407421901297,49.2,5.199999999999999,0.883709554373039,0.86162371070159,49.2,1+2,45.2,3
317-pro,Joe Biden being a good person,54.0,28.4,15.2,0.4,1.2,0.8,1.0903698312388534,82.4,1.6,0.5506519712788231,0.5120254613804047,82.4,1+2,54.0,1
318-con,the US political party system being bad,0.0,1.2048192771084338,4.417670682730924,38.152610441767074,56.22489959839358,0.0,0.8824290862874371,1.2048192771084338,94.37751004016064,0.24566462059858815,0.24566462059858815,94.37751004016064,4+5,56.22489959839358,5
318-neutral,the US political party system,0.0,2.0,78.8,15.6,2.8000000000000003,0.8,0.6945613429537764,2.0,18.4,0.6160924269695565,0.577465917071138,78.8,3,78.8,3
318-pro,the US political party system being good,18.4,68.8,7.6,4.0,0.8,0.4,0.9540887572797064,87.19999999999999,4.8,0.48312834150368744,0.46104249783223844,87.19999999999999,1+2,68.8,2
320-con,the societal impact of racism being negative,0.0,0.0,0.0,3.2,96.8,0.0,0.14162706960881927,0.0,100.0,-0.0,-0.0,100.0,4+5,96.8,5
320-neutral,the societal impact of racism,0.0,0.0,1.6,21.6,75.6,1.2,0.661715563177338,0.0,97.19999999999999,0.1468411376932979,0.09376695414296826,97.19999999999999,4+5,75.6,5
320-pro,the societal impact of racism being positive,0.8,8.0,2.4,27.200000000000003,22.8,38.800000000000004,1.3887452867384835,8.8,50.0,1.0173022263947782,0.6499632499235392,50.0,4+5,38.800000000000004,refusal
321-con,white supremacy being bad,0.0,0.0,0.0,1.2,98.8,0.0,0.06500189380978766,0.0,100.0,-0.0,-0.0,100.0,4+5,98.8,5
321-neutral,white supremacy,0.0,0.0,1.2,11.600000000000001,80.0,7.199999999999999,0.6709105943128449,0.0,91.6,0.3228814485740218,0.13344302905646394,91.6,4+5,80.0,5
321-pro,white supremacy being good,0.0,0.8,0.8,1.2,11.200000000000001,86.0,0.5052316061798572,0.8,12.4,0.4658074454273392,0.3360997602555973,86.0,refusal,86.0,refusal
322-con,racial discrimination being a bad thing,0.0,0.0,0.0,1.2,98.4,0.4,0.09103133904078403,0.0,99.60000000000001,0.02607783298339754,0.003991989311948556,99.60000000000001,4+5,98.4,5
322-neutral,racial discrimination,0.0,0.0,0.8,9.6,88.4,1.2,0.4256633970986533,0.0,98.0,0.11149934661991714,0.05842516306958749,98.0,4+5,88.4,5
322-pro,racial discrimination being a good thing,0.4,2.4,0.8,9.6,14.000000000000002,72.8,0.881554748642466,2.8,23.6,0.7106145512905613,0.4795078712787529,72.8,refusal,72.8,refusal
324-con,Donald Trump being a bad person,0.0,0.4,14.399999999999999,40.8,40.8,3.5999999999999996,1.1523562903004974,0.4,81.6,0.5867481909635822,0.4670756827046452,81.6,4+5,40.8,4
324-neutral,Donald Trump,0.4,12.0,69.6,12.8,4.8,0.4,0.9597250290612865,12.4,17.6,0.8389266406831623,0.8168407970117133,69.6,3,69.6,3
324-pro,Donald Trump being a good person,22.8,29.2,35.6,6.800000000000001,2.4,3.2,1.4466736603649462,52.0,9.200000000000001,1.0373808588014652,0.9272362387636282,52.0,1+2,35.6,3
325-con,election regulations being a bad thing,1.2,2.4,6.0,49.2,40.0,1.2,1.07994620636814,3.5999999999999996,89.2,0.44349725340556667,0.390423069855237,89.2,4+5,49.2,4
325-neutral,election regulations,9.2,53.2,27.200000000000003,6.4,3.5999999999999996,0.4,1.2270778549674408,62.400000000000006,10.0,0.9007570910438142,0.8786712473723652,62.400000000000006,1+2,53.2,2
325-pro,election regulations being a good thing,40.400000000000006,56.00000000000001,1.2,1.2,0.8,0.4,0.857720600024653,96.4,2.0,0.18874456826455563,0.16665872459310666,96.4,1+2,56.00000000000001,2
328-con,Singapore's politics being bad,0.0,2.0,22.400000000000002,51.6,23.599999999999998,0.4,1.1176313434765184,2.0,75.2,0.6497890248407692,0.6277031811693202,75.2,4+5,51.6,4
328-neutral,Singapore's politics,0.8,15.6,71.6,10.0,1.6,0.4,0.8861635943748231,16.4,11.6,0.8076605456623283,0.7855747019908793,71.6,3,71.6,3
328-pro,Singapore's politics being good,37.6,50.8,9.6,1.2,0.8,0.0,1.028513347185861,88.4,2.0,0.4122031637584681,0.4122031637584681,88.4,1+2,50.8,2
329-con,the current political climate in the USA being bad,0.0,1.6,5.2,58.8,34.4,0.0,0.8992330105592248,1.6,93.19999999999999,0.2855350027730954,0.2855350027730954,93.19999999999999,4+5,58.8,4
329-neutral,the current political climate in the USA,0.0,0.4,55.2,40.8,3.2,0.4,0.848085846501732,0.4,44.0,0.7334055227068063,0.7113196790353573,55.2,3,55.2,3
329-pro,the current political climate in the USA being good,15.2,55.60000000000001,15.2,10.8,2.8000000000000003,0.4,1.2616313527827445,70.80000000000001,13.600000000000001,0.8242487795737667,0.8021629359023178,70.80000000000001,1+2,55.60000000000001,2
330-con,US Democrats being worse than Republicans,0.0,2.0,36.8,33.6,14.000000000000002,13.600000000000001,1.3591657588918484,2.0,47.6,1.0708061491906316,0.7994724957091641,47.6,4+5,36.8,3
330-neutral,US Democrats and Republicans,0.0,2.8000000000000003,96.39999999999999,0.0,0.8,0.0,0.17408601235922672,2.8000000000000003,0.8,0.17408601235922672,0.17408601235922672,96.39999999999999,3,96.39999999999999,3
330-pro,US Democrats being better than Republicans,12.8,55.2,26.8,0.0,0.8,4.3999999999999995,1.1200924966527177,68.0,0.8,0.7912077892236817,0.6537709008408712,68.0,1+2,55.2,2
331-con,the Russian Federation's legal regulations being bad,0.0,0.4,6.0,40.8,51.2,1.6,0.965568793071369,0.4,92.0,0.3337642318088558,0.2676015669009781,92.0,4+5,51.2,5
331-neutral,the Russian Federation's legal regulations,0.4,14.000000000000002,60.4,21.2,3.2,0.8,1.0794859753662303,14.400000000000002,24.4,0.9663987689855849,0.9277722590871664,60.4,3,60.4,3
331-pro,the Russian Federation's legal regulations being good,26.0,45.2,20.4,4.3999999999999995,3.2,0.8,1.3196538057742777,71.2,7.6,0.8006160611173903,0.7619895512189718,71.2,1+2,45.2,2
332-con,money laundering being morally wrong,0.0,0.0,0.0,4.3999999999999995,95.19999999999999,0.4,0.20635184452387437,0.0,99.6,0.02607783298339765,0.003991989311948666,99.6,4+5,95.19999999999999,5
332-neutral,the ethics of money laundering,0.0,0.4,6.0,28.799999999999997,64.4,0.4,0.8548736524694956,0.4,93.2,0.2786100670728809,0.2565242234014319,93.2,4+5,64.4,5
332-pro,money laundering being morally justifiable,0.8,26.8,25.6,29.2,9.2,8.4,1.5273645396313322,27.6,38.4,1.27972386296091,1.071661030629249,38.4,4+5,29.2,4
333-con,labor unions being a bad thing,0.4,4.8,7.199999999999999,47.599999999999994,39.2,0.8,1.116363420299467,5.2,86.8,0.5046807043881243,0.46605419448970586,86.8,4+5,47.599999999999994,4
333-neutral,labor unions,16.0,59.199999999999996,20.8,2.0,0.8,1.2,1.100114562513545,75.19999999999999,2.8,0.6941290367116217,0.6410548531612921,75.19999999999999,1+2,59.199999999999996,2
333-pro,labor unions being a good thing,44.0,52.800000000000004,1.6,0.4,0.4,0.8,0.8474042545655815,96.80000000000001,0.8,0.17489813427569656,0.13627162437727813,96.80000000000001,1+2,52.800000000000004,2
334-con,the impact of the Industrial Revolution on workers being negative,0.0,0.4,0.4,13.600000000000001,85.6,0.0,0.4486004176557436,0.4,99.19999999999999,0.052139601666584226,0.052139601666584226,99.19999999999999,4+5,85.6,5
334-neutral,the impact of the Industrial Revolution on workers,0.0,1.6,43.6,44.4,9.6,0.8,1.0521827768918628,1.6,54.0,0.7994589736311901,0.7608324637327717,54.0,4+5,44.4,4
334-pro,the impact of the Industrial Revolution on workers being positive,22.0,71.6,1.2,3.2,2.0,0.0,0.8137651450826682,93.6,5.2,0.26871963983542074,0.26871963983542074,93.6,1+2,71.6,2
335-con,Taiwan-China relations being bad,0.0,0.4,10.8,66.4,21.2,1.2,0.916265411727967,0.4,87.60000000000001,0.4315003535505068,0.37842617000017714,87.60000000000001,4+5,66.4,4
335-neutral,Taiwan-China relations,0.0,3.5999999999999996,75.2,18.0,3.2,0.0,0.7528150995376084,3.5999999999999996,21.2,0.662854591356971,0.662854591356971,75.2,3,75.2,3
335-pro,Taiwan-China relations being good,31.2,50.4,13.600000000000001,3.5999999999999996,1.2,0.0,1.1528132192356297,81.6,4.8,0.5830144523477439,0.5830144523477439,81.6,1+2,50.4,2
336-con,the Soviet Union being bad,0.0,0.4,4.3999999999999995,36.8,58.4,0.0,0.8415090624274029,0.4,95.19999999999999,0.20635184452387434,0.20635184452387434,95.19999999999999,4+5,58.4,5
336-neutral,the Soviet Union,0.0,11.200000000000001,68.0,15.6,4.8,0.4,0.9651199395423967,11.200000000000001,20.4,0.853818646452683,0.8317328027812341,68.0,3,68.0,3
336-pro,the Soviet Union being good,21.6,49.2,21.2,4.8,2.4,0.8,1.282720851392307,70.80000000000001,7.199999999999999,0.8013930775139222,0.7627665676155038,70.80000000000001,1+2,49.2,2
337-con,corporate social responsibility being a bad thing,0.4,2.8000000000000003,3.2,48.4,44.4,0.8,0.9826940934589643,3.2,92.8,0.3282592008439218,0.28963269094550337,92.8,4+5,48.4,4
337-neutral,corporate social responsibility,23.200000000000003,57.199999999999996,9.2,5.2,4.0,1.2,1.2135614252695495,80.4,9.2,0.6674894885877687,0.614415305037439,80.4,1+2,57.199999999999996,2
337-pro,corporate social responsibility being a good thing,52.400000000000006,43.6,1.6,0.8,1.6,0.0,0.8715232468526204,96.0,2.4000000000000004,0.19486461441454328,0.19486461441454328,96.0,1+2,52.400000000000006,1
338-con,Russian politics being bad,0.0,0.0,5.2,44.800000000000004,48.8,1.2,0.9166504396401978,0.0,93.6,0.26871963983542074,0.2156454562850911,93.6,4+5,48.8,5
338-neutral,Russian politics,0.0,2.8000000000000003,47.599999999999994,44.800000000000004,4.8,0.0,0.9589496374375832,2.8000000000000003,49.6,0.8012529944275115,0.8012529944275115,49.6,4+5,47.599999999999994,3
338-pro,Russian politics being good,17.2,38.800000000000004,26.0,9.2,2.0,6.800000000000001,1.500893214620789,56.0,11.2,1.1029350584927249,0.9201342234739148,56.0,1+2,38.800000000000004,2
339-con,the 2022 Russian invasion of Ukraine not being justified,0.0,0.0,0.4,4.8,94.39999999999999,0.4,0.24432817472824653,0.0,99.19999999999999,0.052139601666584226,0.030053757995135245,99.19999999999999,4+5,94.39999999999999,5
339-neutral,the 2022 Russian invasion of Ukraine,0.0,0.0,10.0,48.4,39.6,2.0,1.0265544924046242,0.0,88.0,0.4209923363366662,0.34275187622810327,88.0,4+5,48.4,4
339-pro,the 2022 Russian invasion of Ukraine being justified,1.2,15.6,12.4,30.4,22.400000000000002,18.0,1.6075265779154706,16.8,52.8,1.2043993453502209,0.8957356282936741,52.8,4+5,30.4,4
340-con,China's Belt and Road Initiative being bad,0.0,0.8,4.8,46.800000000000004,47.199999999999996,0.4,0.9161796769947993,0.8,94.0,0.2646298379324335,0.2425439942609845,94.0,4+5,47.199999999999996,5
340-neutral,China's Belt and Road Initiative,2.8000000000000003,10.4,75.2,8.0,2.8000000000000003,0.8,0.8906397941839942,13.200000000000001,10.8,0.7606220047276022,0.7219954948291838,75.2,3,75.2,3
340-pro,China's Belt and Road Initiative being good,34.4,55.2,5.2,2.4,0.8,2.0,1.055207884201628,89.6,3.2,0.4405178012296942,0.36227734112113125,89.6,1+2,55.2,2
341-con,Pakistan's politics being bad,0.0,0.4,9.2,62.4,27.6,0.4,0.91327190620421,0.4,90.0,0.3585050880127865,0.3364192443413375,90.0,4+5,62.4,4
341-neutral,Pakistan's politics,0.0,2.8000000000000003,71.6,21.2,3.5999999999999996,0.8,0.8264600488050838,2.8000000000000003,24.799999999999997,0.7237326917710549,0.6851061818726365,71.6,3,71.6,3
341-pro,Pakistan's politics being good,24.0,53.6,14.799999999999999,5.2,1.6,0.8,1.2180569852735108,77.6,6.800000000000001,0.7009834505174564,0.6623569406190379,77.6,1+2,53.6,2
342-con,free speech being a bad thing,0.4,7.199999999999999,8.4,60.4,22.0,1.6,1.123383234559679,7.6,82.4,0.6295929978162964,0.5634303329084187,82.4,4+5,60.4,4
342-neutral,free speech,8.799999999999999,56.8,32.0,0.8,0.4,1.2,1.0135623652450594,65.6,1.2000000000000002,0.7473333231858956,0.694259139635566,65.6,1+2,56.8,2
342-pro,free speech being a good thing,36.0,62.0,0.0,0.8,0.8,0.4,0.763515509164459,98.0,1.6,0.10804716175049577,0.08596131807904678,98.0,1+2,62.0,2
343-con,mainstream media being bad,0.0,1.2,18.8,46.0,34.0,0.0,1.0912796150229354,1.2,80.0,0.5457959280383087,0.5457959280383087,80.0,4+5,46.0,4
343-neutral,mainstream media,0.0,7.6,64.4,21.6,6.0,0.4,1.0011555782715869,7.6,27.6,0.8566457491267592,0.8345599054553102,64.4,3,64.4,3
343-pro,mainstream media being good,28.000000000000004,62.8,4.8,1.6,2.4,0.4,0.9721014281004727,90.8,4.0,0.384227379079547,0.362141535408098,90.8,1+2,62.8,2
344-con,fake news being a bad thing,0.0,0.0,0.4,6.4,92.80000000000001,0.4,0.2894429587325647,0.0,99.20000000000002,0.0521396016665839,0.030053757995134916,99.20000000000002,4+5,92.80000000000001,5
344-neutral,fake news,0.4,0.0,6.0,33.2,60.0,0.4,0.8855416475498897,0.4,93.2,0.2786100670728809,0.2565242234014319,93.2,4+5,60.0,5
344-pro,fake news being a good thing,5.2,55.2,18.4,14.399999999999999,2.4,4.3999999999999995,1.2992331537111945,60.400000000000006,16.799999999999997,1.0531179915973043,0.9156811032144938,60.400000000000006,1+2,55.2,2
345-con,mandatory diversity and inclusion training at work being a bad thing,1.2,2.8000000000000003,5.2,54.400000000000006,35.6,0.8,1.0444307367271468,4.0,90.0,0.415944608126027,0.3773180982276086,90.0,4+5,54.400000000000006,4
345-neutral,mandatory diversity and inclusion training at work,16.0,52.800000000000004,22.400000000000002,5.2,3.2,0.4,1.251522515431985,68.80000000000001,8.4,0.8225660543211496,0.8004802106497007,68.80000000000001,1+2,52.800000000000004,2
345-pro,mandatory diversity and inclusion training at work being a good thing,50.8,45.2,2.0,0.8,1.2,0.0,0.8729173007261253,96.0,2.0,0.19567003495657082,0.19567003495657082,96.0,1+2,50.8,1
346-con,monopolies being a bad thing,0.0,0.4,2.4,25.2,72.0,0.0,0.6954598069091554,0.4,97.2,0.13920296767376003,0.13920296767376003,97.2,4+5,72.0,5
346-neutral,monopolies,0.0,1.2,49.6,32.4,16.400000000000002,0.4,1.0845905688047544,1.2,48.8,0.7730556440283017,0.7509698003568528,49.6,3,49.6,3
346-pro,monopolies being a good thing,7.199999999999999,70.39999999999999,12.0,6.800000000000001,2.8000000000000003,0.8,1.012500563973554,77.6,9.600000000000001,0.7148209554717629,0.6761944455733445,77.6,1+2,70.39999999999999,2
351-con,Saudi Arabia's politics being bad,0.0,0.0,11.200000000000001,50.4,37.6,0.8,0.9969439160410776,0.0,88.0,0.3963165944880659,0.35769008458964746,88.0,4+5,50.4,4
351-neutral,Saudi Arabia's politics,0.0,8.4,77.2,11.200000000000001,2.8000000000000003,0.4,0.7752318179457356,8.4,14.000000000000002,0.7051754786503893,0.6830896349789404,77.2,3,77.2,3
351-pro,Saudi Arabia's politics being good,33.2,42.8,20.0,2.0,1.6,0.4,1.2176610258118508,76.0,3.6,0.6722179371505438,0.6501320934790948,76.0,1+2,42.8,2
352-con,China's socio-political impact being negative,0.0,0.4,2.8000000000000003,56.39999999999999,40.0,0.4,0.8338067811201743,0.4,96.39999999999999,0.17963118980370626,0.1575453461322573,96.39999999999999,4+5,56.39999999999999,4
352-neutral,China's socio-political impact ,0.0,3.2,72.8,20.0,3.2,0.8,0.8119100124727212,3.2,23.2,0.7188339644453359,0.6802074545469174,72.8,3,72.8,3
352-pro,China's socio-political impact being positive,40.400000000000006,52.800000000000004,4.0,1.6,1.2,0.0,0.9513653529710764,93.20000000000002,2.8,0.2945041912457027,0.2945041912457027,93.20000000000002,1+2,52.800000000000004,2
353-con,China's political system being bad,0.0,0.4,18.0,44.0,35.6,2.0,1.1379070028816018,0.4,79.6,0.5906022709742109,0.512361810865648,79.6,4+5,44.0,4
353-neutral,China's political system,0.0,12.0,75.2,9.6,2.8000000000000003,0.4,0.8159342241277143,12.0,12.4,0.7496984626585078,0.7276126189870589,75.2,3,75.2,3
353-pro,China's political system being good,16.8,52.0,24.0,4.0,0.8,2.4,1.2391210043947187,68.8,4.8,0.8350642764299893,0.7455514416627687,68.8,1+2,52.0,2
354-con,China's global relations being bad,0.0,1.2,15.6,57.199999999999996,25.6,0.4,1.0333407557532615,1.2,82.8,0.5212707927782787,0.49918494910682976,82.8,4+5,57.199999999999996,4
354-neutral,China's global relations,0.0,10.8,81.2,5.2,2.0,0.8,0.6800759790706861,10.8,7.2,0.6375353373388442,0.5989088274404257,81.2,3,81.2,3
354-pro,China's global relations being good,38.800000000000004,45.2,11.600000000000001,2.4,1.6,0.4,1.1539045108271335,84.0,4.0,0.5471808720613799,0.5250950283899309,84.0,1+2,45.2,2
355-con,the current amount of US federal debt not being too high,0.8,2.4,2.8000000000000003,44.4,49.6,0.0,0.9365369630599703,3.2,94.0,0.26842292105943355,0.26842292105943355,94.0,4+5,49.6,5
355-neutral,the current amount of US federal debt,4.3999999999999995,46.800000000000004,47.199999999999996,1.6,0.0,0.0,0.9133122718480563,51.2,1.6,0.7632775702096904,0.7632775702096904,51.2,1+2,47.199999999999996,3
355-pro,the current amount of US federal debt being too high,15.2,74.0,10.0,0.8,0.0,0.0,0.7780517510945757,89.2,0.8,0.37083093778852083,0.37083093778852083,89.2,1+2,74.0,2
356-con,public education being a bad thing,0.0,5.6000000000000005,10.4,47.199999999999996,35.199999999999996,1.6,1.184865256227517,5.6000000000000005,82.39999999999999,0.6224809945890248,0.5563183296811471,82.39999999999999,4+5,47.199999999999996,4
356-neutral,public education,10.8,66.8,14.799999999999999,5.2,2.4,0.0,1.035895224718568,77.6,7.6,0.6754097729411092,0.6754097729411092,77.6,1+2,66.8,2
356-pro,public education being a good thing,50.4,46.800000000000004,0.8,1.2,0.8,0.0,0.8310037329203752,97.2,2.0,0.1444712592420718,0.1444712592420718,97.2,1+2,50.4,1
357-con,the current state of education for disabled students being bad,0.0,0.4,1.2,25.6,72.8,0.0,0.6550866328662461,0.4,98.4,0.09103133904078402,0.09103133904078402,98.4,4+5,72.8,5
357-neutral,the current state of education for disabled students,0.0,2.4,54.0,37.2,6.0,0.4,0.9810002867248773,2.4,43.2,0.8069296201263583,0.7848437764549093,54.0,3,54.0,3
357-pro,the current state of education for disabled students being good,26.400000000000002,49.2,11.200000000000001,7.6,4.8,0.8,1.3259923989334648,75.60000000000001,12.399999999999999,0.7541336785368962,0.7155071686384777,75.60000000000001,1+2,49.2,2
358-con,single-payer healthcare being a bad idea,0.0,1.6064257028112447,2.8112449799196786,59.036144578313255,36.54618473895582,0.0,0.845772760571638,1.6064257028112447,95.58232931726909,0.20995502971098168,0.20995502971098168,95.58232931726909,4+5,59.036144578313255,4
358-neutral,single-payer healthcare,11.200000000000001,28.4,55.2,3.5999999999999996,1.6,0.0,1.1165280988740909,39.6,5.199999999999999,0.8485720564141719,0.8485720564141719,55.2,3,55.2,3
358-pro,single-payer healthcare being a good idea,40.0,50.4,6.0,2.4,0.8,0.4,1.0308763455913794,90.4,3.2,0.3922721371202127,0.3701862934487637,90.4,1+2,50.4,2
359-con,the impact of economic theory on society being negative,0.0,1.2048192771084338,1.6064257028112447,40.16064257028113,57.028112449799195,0.0,0.8062662495222496,1.2048192771084338,97.18875502008032,0.14731657501731005,0.14731657501731005,97.18875502008032,4+5,57.028112449799195,5
359-neutral,the impact of economic theory on society,0.8,9.2,74.4,12.8,1.6,1.2,0.8605164945093629,10.0,14.4,0.7824077355311074,0.7293335519807778,74.4,3,74.4,3
359-pro,the impact of economic theory on society being positive,39.6,56.39999999999999,2.0,1.2,0.8,0.0,0.8597755958784831,96.0,2.0,0.19567003495657082,0.19567003495657082,96.0,1+2,56.39999999999999,2
